ControllerAgent_MissReward vs TotalAgent_Origin,,,,,,
열1,열2,열3,열4,공격 수,열6,열7
468,TestTotalAgent_Origin(Clone),1,4,13,0,0
469,TestControllerAgent_MissReward(Clone),1,4,21,3,0
469,TestTotalAgent_Origin(Clone),0,3,20,4,1
470,TestControllerAgent_MissReward(Clone),1,4,10,0,0
470,TestTotalAgent_Origin(Clone),0,0,14,4,1
471,TestControllerAgent_MissReward(Clone),1,4,9,0,0
471,TestTotalAgent_Origin(Clone),0,0,13,4,1
472,TestControllerAgent_MissReward(Clone),1,4,7,0,0
472,TestTotalAgent_Origin(Clone),0,0,10,4,1
473,TestControllerAgent_MissReward(Clone),1,4,11,2,0
473,TestTotalAgent_Origin(Clone),0,2,13,4,1
474,TestControllerAgent_MissReward(Clone),1,4,11,1,0
474,TestTotalAgent_Origin(Clone),0,1,13,4,1
475,TestControllerAgent_MissReward(Clone),0,0,22,4,1
475,TestTotalAgent_Origin(Clone),1,4,19,0,0
476,TestControllerAgent_MissReward(Clone),1,4,12,0,0
476,TestTotalAgent_Origin(Clone),0,0,14,4,1
477,TestControllerAgent_MissReward(Clone),1,4,9,1,0
477,TestTotalAgent_Origin(Clone),0,1,11,4,1
478,TestControllerAgent_MissReward(Clone),1,4,10,0,0
478,TestTotalAgent_Origin(Clone),0,0,14,4,1
479,TestControllerAgent_MissReward(Clone),0,0,12,4,1
479,TestTotalAgent_Origin(Clone),1,4,9,0,0
480,TestControllerAgent_MissReward(Clone),1,4,10,1,0
480,TestTotalAgent_Origin(Clone),0,1,11,4,1
481,TestControllerAgent_MissReward(Clone),1,4,7,0,0
481,TestTotalAgent_Origin(Clone),0,0,11,4,1
482,TestControllerAgent_MissReward(Clone),1,4,7,2,0
482,TestTotalAgent_Origin(Clone),0,2,9,4,1
483,TestControllerAgent_MissReward(Clone),0,2,19,4,1
483,TestTotalAgent_Origin(Clone),1,4,18,2,0
484,TestControllerAgent_MissReward(Clone),1,4,7,2,0
484,TestTotalAgent_Origin(Clone),0,2,7,4,1
485,TestControllerAgent_MissReward(Clone),0,0,15,4,1
485,TestTotalAgent_Origin(Clone),1,4,12,0,0
486,TestControllerAgent_MissReward(Clone),1,4,11,0,0
486,TestTotalAgent_Origin(Clone),0,0,14,4,1
487,TestControllerAgent_MissReward(Clone),1,4,5,1,0
487,TestTotalAgent_Origin(Clone),0,1,7,4,1
488,TestControllerAgent_MissReward(Clone),1,4,5,2,0
488,TestTotalAgent_Origin(Clone),0,2,7,4,1
489,TestControllerAgent_MissReward(Clone),0,0,11,4,1
489,TestTotalAgent_Origin(Clone),1,4,18,0,0
490,TestControllerAgent_MissReward(Clone),1,4,16,2,0
490,TestTotalAgent_Origin(Clone),0,2,17,4,1
491,TestControllerAgent_MissReward(Clone),1,4,10,0,0
491,TestTotalAgent_Origin(Clone),0,0,13,4,1
492,TestControllerAgent_MissReward(Clone),1,4,21,1,0
492,TestTotalAgent_Origin(Clone),0,1,31,4,1
493,TestControllerAgent_MissReward(Clone),1,4,11,3,0
493,TestTotalAgent_Origin(Clone),0,3,12,4,1
494,TestControllerAgent_MissReward(Clone),0,1,19,4,1
494,TestTotalAgent_Origin(Clone),1,4,21,1,0
495,TestControllerAgent_MissReward(Clone),1,4,22,2,0
495,TestTotalAgent_Origin(Clone),0,2,22,4,1
496,TestControllerAgent_MissReward(Clone),1,4,16,0,0
496,TestTotalAgent_Origin(Clone),0,0,19,4,1
497,TestControllerAgent_MissReward(Clone),1,4,9,0,0
497,TestTotalAgent_Origin(Clone),0,0,13,4,1
498,TestControllerAgent_MissReward(Clone),0,0,25,4,1
498,TestTotalAgent_Origin(Clone),1,4,23,0,0
499,TestControllerAgent_MissReward(Clone),0,2,13,4,1
499,TestTotalAgent_Origin(Clone),1,4,11,2,0
500,TestControllerAgent_MissReward(Clone),1,4,10,1,0
500,TestTotalAgent_Origin(Clone),0,1,12,4,1
501,TestControllerAgent_MissReward(Clone),1,4,7,0,0
501,TestTotalAgent_Origin(Clone),0,0,10,4,1
502,TestControllerAgent_MissReward(Clone),1,4,10,1,0
502,TestTotalAgent_Origin(Clone),0,1,12,4,1
503,TestControllerAgent_MissReward(Clone),1,4,7,0,0
503,TestTotalAgent_Origin(Clone),0,0,10,4,1
504,TestControllerAgent_MissReward(Clone),1,4,16,0,0
504,TestTotalAgent_Origin(Clone),0,0,19,4,1
505,TestControllerAgent_MissReward(Clone),1,4,23,1,0
505,TestTotalAgent_Origin(Clone),0,1,25,4,1
506,TestControllerAgent_MissReward(Clone),1,4,5,1,0
506,TestTotalAgent_Origin(Clone),0,1,8,4,1
507,TestControllerAgent_MissReward(Clone),1,4,9,0,0
507,TestTotalAgent_Origin(Clone),0,0,13,4,1
508,TestControllerAgent_MissReward(Clone),1,4,13,3,0
508,TestTotalAgent_Origin(Clone),0,3,24,4,1
509,TestControllerAgent_MissReward(Clone),1,4,12,1,0
509,TestTotalAgent_Origin(Clone),0,1,14,4,1
510,TestControllerAgent_MissReward(Clone),0,1,17,4,1
510,TestTotalAgent_Origin(Clone),1,4,27,1,0
511,TestControllerAgent_MissReward(Clone),0,0,18,4,1
511,TestTotalAgent_Origin(Clone),1,4,14,0,0
512,TestControllerAgent_MissReward(Clone),1,4,26,3,0
512,TestTotalAgent_Origin(Clone),0,3,25,4,1
513,TestControllerAgent_MissReward(Clone),1,4,21,0,0
513,TestTotalAgent_Origin(Clone),0,0,24,4,1
514,TestControllerAgent_MissReward(Clone),1,4,33,0,0
514,TestTotalAgent_Origin(Clone),0,0,37,4,1
515,TestControllerAgent_MissReward(Clone),1,4,21,2,0
515,TestTotalAgent_Origin(Clone),0,2,26,4,1
516,TestControllerAgent_MissReward(Clone),1,4,6,0,0
516,TestTotalAgent_Origin(Clone),0,0,10,4,1
517,TestControllerAgent_MissReward(Clone),1,4,17,2,0
517,TestTotalAgent_Origin(Clone),0,2,19,4,1
518,TestControllerAgent_MissReward(Clone),1,4,13,3,0
518,TestTotalAgent_Origin(Clone),0,3,13,4,1
519,TestControllerAgent_MissReward(Clone),1,4,4,1,0
519,TestTotalAgent_Origin(Clone),0,1,7,4,1
520,TestControllerAgent_MissReward(Clone),1,4,8,2,0
520,TestTotalAgent_Origin(Clone),0,2,9,4,1
521,TestControllerAgent_MissReward(Clone),1,4,27,1,0
521,TestTotalAgent_Origin(Clone),0,1,33,4,1
522,TestControllerAgent_MissReward(Clone),1,4,6,0,0
522,TestTotalAgent_Origin(Clone),0,0,10,4,1
523,TestControllerAgent_MissReward(Clone),1,4,8,0,0
523,TestTotalAgent_Origin(Clone),0,0,11,4,1
524,TestControllerAgent_MissReward(Clone),1,4,8,0,0
524,TestTotalAgent_Origin(Clone),0,0,12,4,1
525,TestControllerAgent_MissReward(Clone),1,4,28,3,0
525,TestTotalAgent_Origin(Clone),0,3,29,4,1
526,TestControllerAgent_MissReward(Clone),1,4,10,2,0
526,TestTotalAgent_Origin(Clone),0,2,11,4,1
527,TestControllerAgent_MissReward(Clone),1,4,3,0,0
527,TestTotalAgent_Origin(Clone),0,0,7,4,1
528,TestControllerAgent_MissReward(Clone),1,4,11,0,0
528,TestTotalAgent_Origin(Clone),0,0,15,4,1
529,TestControllerAgent_MissReward(Clone),1,4,21,1,0
529,TestTotalAgent_Origin(Clone),0,1,22,4,1
530,TestControllerAgent_MissReward(Clone),1,4,22,3,0
530,TestTotalAgent_Origin(Clone),0,3,30,4,1
531,TestControllerAgent_MissReward(Clone),1,4,19,1,0
531,TestTotalAgent_Origin(Clone),0,1,22,4,1
532,TestControllerAgent_MissReward(Clone),1,4,8,0,0
532,TestTotalAgent_Origin(Clone),0,0,12,4,1
533,TestControllerAgent_MissReward(Clone),1,4,10,1,0
533,TestTotalAgent_Origin(Clone),0,1,13,4,1
534,TestControllerAgent_MissReward(Clone),1,4,7,1,0
534,TestTotalAgent_Origin(Clone),0,1,9,4,1
535,TestControllerAgent_MissReward(Clone),1,4,11,0,0
535,TestTotalAgent_Origin(Clone),0,0,15,4,1
536,TestControllerAgent_MissReward(Clone),1,4,13,2,0
536,TestTotalAgent_Origin(Clone),0,2,14,4,1
537,TestControllerAgent_MissReward(Clone),1,4,17,0,0
537,TestTotalAgent_Origin(Clone),0,0,20,4,1
538,TestControllerAgent_MissReward(Clone),1,4,10,0,0
538,TestTotalAgent_Origin(Clone),0,0,14,4,1
539,TestControllerAgent_MissReward(Clone),1,4,4,0,0
539,TestTotalAgent_Origin(Clone),0,0,8,4,1
540,TestControllerAgent_MissReward(Clone),1,4,11,0,0
540,TestTotalAgent_Origin(Clone),0,0,14,4,1
541,TestControllerAgent_MissReward(Clone),1,4,16,2,0
541,TestTotalAgent_Origin(Clone),0,2,18,4,1
542,TestControllerAgent_MissReward(Clone),1,4,15,1,0
542,TestTotalAgent_Origin(Clone),0,1,18,4,1
543,TestControllerAgent_MissReward(Clone),1,4,9,0,0
543,TestTotalAgent_Origin(Clone),0,0,12,4,1
544,TestControllerAgent_MissReward(Clone),1,4,15,1,0
544,TestTotalAgent_Origin(Clone),0,1,18,4,1
545,TestControllerAgent_MissReward(Clone),1,4,8,1,0
545,TestTotalAgent_Origin(Clone),0,1,12,4,1
546,TestControllerAgent_MissReward(Clone),1,4,10,0,0
546,TestTotalAgent_Origin(Clone),0,0,13,4,1
547,TestControllerAgent_MissReward(Clone),1,4,9,1,0
547,TestTotalAgent_Origin(Clone),0,1,12,4,1
548,TestControllerAgent_MissReward(Clone),1,4,18,0,0
548,TestTotalAgent_Origin(Clone),0,0,22,4,1
549,TestControllerAgent_MissReward(Clone),1,4,18,0,0
549,TestTotalAgent_Origin(Clone),0,0,23,4,1
550,TestControllerAgent_MissReward(Clone),1,4,7,2,0
550,TestTotalAgent_Origin(Clone),0,2,9,4,1
551,TestControllerAgent_MissReward(Clone),0,0,27,4,1
551,TestTotalAgent_Origin(Clone),1,4,25,0,0
552,TestControllerAgent_MissReward(Clone),1,4,21,0,0
552,TestTotalAgent_Origin(Clone),0,0,29,4,1
553,TestControllerAgent_MissReward(Clone),1,4,7,0,0
553,TestTotalAgent_Origin(Clone),0,0,10,4,1
554,TestControllerAgent_MissReward(Clone),1,4,7,0,0
554,TestTotalAgent_Origin(Clone),0,0,11,4,1
555,TestControllerAgent_MissReward(Clone),1,4,16,1,0
555,TestTotalAgent_Origin(Clone),0,1,18,4,1
556,TestControllerAgent_MissReward(Clone),1,4,27,0,0
556,TestTotalAgent_Origin(Clone),0,0,30,4,1
557,TestControllerAgent_MissReward(Clone),1,4,12,0,0
557,TestTotalAgent_Origin(Clone),0,0,16,4,1
558,TestControllerAgent_MissReward(Clone),1,4,5,2,0
558,TestTotalAgent_Origin(Clone),0,2,7,4,1
559,TestControllerAgent_MissReward(Clone),1,4,15,0,0
559,TestTotalAgent_Origin(Clone),0,0,18,4,1
560,TestControllerAgent_MissReward(Clone),0,0,10,4,1
560,TestTotalAgent_Origin(Clone),1,4,16,0,0
561,TestControllerAgent_MissReward(Clone),0,1,20,4,1
561,TestTotalAgent_Origin(Clone),1,4,26,1,0
562,TestControllerAgent_MissReward(Clone),1,4,10,0,0
562,TestTotalAgent_Origin(Clone),0,0,13,4,1
563,TestControllerAgent_MissReward(Clone),1,4,10,1,0
563,TestTotalAgent_Origin(Clone),0,1,13,4,1
564,TestControllerAgent_MissReward(Clone),1,4,13,0,0
564,TestTotalAgent_Origin(Clone),0,0,16,4,1
565,TestControllerAgent_MissReward(Clone),0,1,20,4,1
565,TestTotalAgent_Origin(Clone),1,4,19,1,0
566,TestControllerAgent_MissReward(Clone),0,0,22,4,1
566,TestTotalAgent_Origin(Clone),1,4,17,0,0
567,TestControllerAgent_MissReward(Clone),0,1,10,4,1
567,TestTotalAgent_Origin(Clone),1,4,7,1,0
568,TestControllerAgent_MissReward(Clone),1,4,19,2,0
568,TestTotalAgent_Origin(Clone),0,2,19,4,1
569,TestControllerAgent_MissReward(Clone),1,4,6,1,0
569,TestTotalAgent_Origin(Clone),0,1,9,4,1
570,TestControllerAgent_MissReward(Clone),1,4,23,0,0
570,TestTotalAgent_Origin(Clone),0,0,27,4,1
571,TestControllerAgent_MissReward(Clone),0,0,17,4,1
571,TestTotalAgent_Origin(Clone),1,4,14,0,0
572,TestControllerAgent_MissReward(Clone),1,4,17,1,0
572,TestTotalAgent_Origin(Clone),0,1,18,4,1
573,TestControllerAgent_MissReward(Clone),0,0,19,4,1
573,TestTotalAgent_Origin(Clone),1,4,20,0,0
574,TestControllerAgent_MissReward(Clone),1,4,9,2,0
574,TestTotalAgent_Origin(Clone),0,2,10,4,1
575,TestControllerAgent_MissReward(Clone),1,4,16,2,0
575,TestTotalAgent_Origin(Clone),0,2,17,4,1
576,TestControllerAgent_MissReward(Clone),1,4,8,0,0
576,TestTotalAgent_Origin(Clone),0,0,12,4,1
577,TestControllerAgent_MissReward(Clone),1,4,35,3,0
577,TestTotalAgent_Origin(Clone),0,3,35,4,1
578,TestControllerAgent_MissReward(Clone),1,4,11,0,0
578,TestTotalAgent_Origin(Clone),0,0,15,4,1
579,TestControllerAgent_MissReward(Clone),1,4,49,0,0
579,TestTotalAgent_Origin(Clone),0,0,51,4,1
580,TestControllerAgent_MissReward(Clone),1,4,9,0,0
580,TestTotalAgent_Origin(Clone),0,0,13,4,1
581,TestControllerAgent_MissReward(Clone),1,4,5,1,0
581,TestTotalAgent_Origin(Clone),0,1,7,4,1
582,TestControllerAgent_MissReward(Clone),1,4,5,0,0
582,TestTotalAgent_Origin(Clone),0,0,9,4,1
583,TestControllerAgent_MissReward(Clone),1,4,8,0,0
583,TestTotalAgent_Origin(Clone),0,0,12,4,1
584,TestControllerAgent_MissReward(Clone),1,4,9,0,0
584,TestTotalAgent_Origin(Clone),0,0,12,4,1
585,TestControllerAgent_MissReward(Clone),1,4,5,0,0
585,TestTotalAgent_Origin(Clone),0,0,9,4,1
586,TestControllerAgent_MissReward(Clone),1,4,10,1,0
586,TestTotalAgent_Origin(Clone),0,1,12,4,1
587,TestControllerAgent_MissReward(Clone),1,4,7,1,0
587,TestTotalAgent_Origin(Clone),0,1,10,4,1
588,TestControllerAgent_MissReward(Clone),1,4,8,0,0
588,TestTotalAgent_Origin(Clone),0,0,11,4,1
589,TestControllerAgent_MissReward(Clone),0,0,16,4,1
589,TestTotalAgent_Origin(Clone),1,4,16,0,0
590,TestControllerAgent_MissReward(Clone),1,4,16,0,0
590,TestTotalAgent_Origin(Clone),0,0,18,4,1
591,TestControllerAgent_MissReward(Clone),0,3,33,4,1
591,TestTotalAgent_Origin(Clone),1,4,34,3,0
592,TestControllerAgent_MissReward(Clone),1,4,12,1,0
592,TestTotalAgent_Origin(Clone),0,1,14,4,1
593,TestControllerAgent_MissReward(Clone),1,4,8,0,0
593,TestTotalAgent_Origin(Clone),0,0,12,4,1
594,TestControllerAgent_MissReward(Clone),1,4,8,1,0
594,TestTotalAgent_Origin(Clone),0,1,10,4,1
595,TestControllerAgent_MissReward(Clone),1,4,16,0,0
595,TestTotalAgent_Origin(Clone),0,0,23,4,1
596,TestControllerAgent_MissReward(Clone),1,4,37,0,0
596,TestTotalAgent_Origin(Clone),0,0,39,4,1
597,TestControllerAgent_MissReward(Clone),1,4,22,0,0
597,TestTotalAgent_Origin(Clone),0,0,25,4,1
598,TestControllerAgent_MissReward(Clone),1,4,9,2,0
598,TestTotalAgent_Origin(Clone),0,2,10,4,1
599,TestControllerAgent_MissReward(Clone),0,0,19,4,1
599,TestTotalAgent_Origin(Clone),1,4,16,0,0
600,TestControllerAgent_MissReward(Clone),1,4,8,0,0
600,TestTotalAgent_Origin(Clone),0,0,11,4,1
601,TestControllerAgent_MissReward(Clone),1,4,23,3,0
601,TestTotalAgent_Origin(Clone),0,3,23,4,1
602,TestControllerAgent_MissReward(Clone),1,4,12,1,0
602,TestTotalAgent_Origin(Clone),0,1,15,4,1
603,TestControllerAgent_MissReward(Clone),1,4,19,2,0
603,TestTotalAgent_Origin(Clone),0,2,20,4,1
604,TestControllerAgent_MissReward(Clone),1,4,12,1,0
604,TestTotalAgent_Origin(Clone),0,1,15,4,1
605,TestControllerAgent_MissReward(Clone),1,4,10,3,0
605,TestTotalAgent_Origin(Clone),0,3,11,4,1
606,TestControllerAgent_MissReward(Clone),1,4,10,0,0
606,TestTotalAgent_Origin(Clone),0,0,14,4,1
607,TestControllerAgent_MissReward(Clone),0,0,13,4,1
607,TestTotalAgent_Origin(Clone),1,4,15,0,0
608,TestControllerAgent_MissReward(Clone),1,4,12,0,0
608,TestTotalAgent_Origin(Clone),0,0,14,4,1
609,TestControllerAgent_MissReward(Clone),0,0,14,4,1
609,TestTotalAgent_Origin(Clone),1,4,11,0,0
610,TestControllerAgent_MissReward(Clone),1,4,5,0,0
610,TestTotalAgent_Origin(Clone),0,0,10,4,1
611,TestControllerAgent_MissReward(Clone),0,0,5,4,1
611,TestTotalAgent_Origin(Clone),1,4,6,0,0
612,TestControllerAgent_MissReward(Clone),1,4,5,0,0
612,TestTotalAgent_Origin(Clone),0,0,8,4,1
613,TestControllerAgent_MissReward(Clone),1,4,15,3,0
613,TestTotalAgent_Origin(Clone),0,3,16,4,1
614,TestControllerAgent_MissReward(Clone),1,4,9,0,0
614,TestTotalAgent_Origin(Clone),0,0,12,4,1
615,TestControllerAgent_MissReward(Clone),1,4,7,1,0
615,TestTotalAgent_Origin(Clone),0,1,10,4,1
616,TestControllerAgent_MissReward(Clone),1,4,8,0,0
616,TestTotalAgent_Origin(Clone),0,0,11,4,1
617,TestControllerAgent_MissReward(Clone),0,0,38,4,1
617,TestTotalAgent_Origin(Clone),1,4,40,0,0
618,TestControllerAgent_MissReward(Clone),1,4,14,0,0
618,TestTotalAgent_Origin(Clone),0,0,16,4,1
619,TestControllerAgent_MissReward(Clone),1,4,9,0,0
619,TestTotalAgent_Origin(Clone),0,0,13,4,1
620,TestControllerAgent_MissReward(Clone),1,4,9,2,0
620,TestTotalAgent_Origin(Clone),0,2,10,4,1
621,TestControllerAgent_MissReward(Clone),1,4,12,3,0
621,TestTotalAgent_Origin(Clone),0,3,13,4,1
622,TestControllerAgent_MissReward(Clone),1,4,11,1,0
622,TestTotalAgent_Origin(Clone),0,1,13,4,1
623,TestControllerAgent_MissReward(Clone),1,4,11,0,0
623,TestTotalAgent_Origin(Clone),0,0,15,4,1
624,TestControllerAgent_MissReward(Clone),1,4,6,1,0
624,TestTotalAgent_Origin(Clone),0,1,9,4,1
625,TestControllerAgent_MissReward(Clone),1,4,5,2,0
625,TestTotalAgent_Origin(Clone),0,2,6,4,1
626,TestControllerAgent_MissReward(Clone),1,4,4,0,0
626,TestTotalAgent_Origin(Clone),0,0,8,4,1
627,TestControllerAgent_MissReward(Clone),1,4,9,1,0
627,TestTotalAgent_Origin(Clone),0,1,11,4,1
628,TestControllerAgent_MissReward(Clone),1,4,6,2,0
628,TestTotalAgent_Origin(Clone),0,2,8,4,1
629,TestControllerAgent_MissReward(Clone),1,4,4,1,0
629,TestTotalAgent_Origin(Clone),0,1,7,4,1
630,TestControllerAgent_MissReward(Clone),1,4,12,2,0
630,TestTotalAgent_Origin(Clone),0,2,13,4,1
631,TestControllerAgent_MissReward(Clone),1,4,12,2,0
631,TestTotalAgent_Origin(Clone),0,2,13,4,1
632,TestControllerAgent_MissReward(Clone),1,4,7,0,0
632,TestTotalAgent_Origin(Clone),0,0,11,4,1
633,TestControllerAgent_MissReward(Clone),0,0,15,4,1
633,TestTotalAgent_Origin(Clone),1,4,22,0,0
634,TestControllerAgent_MissReward(Clone),0,0,17,4,1
634,TestTotalAgent_Origin(Clone),1,4,12,0,0
635,TestControllerAgent_MissReward(Clone),1,4,21,0,0
635,TestTotalAgent_Origin(Clone),0,0,23,4,1
636,TestControllerAgent_MissReward(Clone),1,4,8,1,0
636,TestTotalAgent_Origin(Clone),0,1,11,4,1
637,TestControllerAgent_MissReward(Clone),0,3,26,4,1
637,TestTotalAgent_Origin(Clone),1,4,25,3,0
638,TestControllerAgent_MissReward(Clone),1,4,23,0,0
638,TestTotalAgent_Origin(Clone),0,0,31,4,1
639,TestControllerAgent_MissReward(Clone),1,4,30,2,0
639,TestTotalAgent_Origin(Clone),0,2,41,4,1
640,TestControllerAgent_MissReward(Clone),1,4,25,0,0
640,TestTotalAgent_Origin(Clone),0,0,28,4,1
641,TestControllerAgent_MissReward(Clone),1,4,20,2,0
641,TestTotalAgent_Origin(Clone),0,2,21,4,1
642,TestControllerAgent_MissReward(Clone),1,4,26,3,0
642,TestTotalAgent_Origin(Clone),0,3,26,4,1
643,TestControllerAgent_MissReward(Clone),1,4,9,2,0
643,TestTotalAgent_Origin(Clone),0,2,11,4,1
644,TestControllerAgent_MissReward(Clone),0,3,7,4,1
644,TestTotalAgent_Origin(Clone),1,4,6,3,0
645,TestControllerAgent_MissReward(Clone),1,4,4,0,0
645,TestTotalAgent_Origin(Clone),0,0,7,4,1
646,TestControllerAgent_MissReward(Clone),1,4,3,0,0
646,TestTotalAgent_Origin(Clone),0,0,8,4,1
647,TestControllerAgent_MissReward(Clone),1,4,11,2,0
647,TestTotalAgent_Origin(Clone),0,2,12,4,1
648,TestControllerAgent_MissReward(Clone),1,4,38,3,0
648,TestTotalAgent_Origin(Clone),0,3,39,4,1
649,TestControllerAgent_MissReward(Clone),0,1,18,4,1
649,TestTotalAgent_Origin(Clone),1,4,15,1,0
650,TestControllerAgent_MissReward(Clone),1,4,10,1,0
650,TestTotalAgent_Origin(Clone),0,1,24,4,1
651,TestControllerAgent_MissReward(Clone),1,4,13,3,0
651,TestTotalAgent_Origin(Clone),0,3,13,4,1
652,TestControllerAgent_MissReward(Clone),1,4,24,2,0
652,TestTotalAgent_Origin(Clone),0,2,25,4,1
653,TestControllerAgent_MissReward(Clone),0,0,13,4,1
653,TestTotalAgent_Origin(Clone),1,4,11,0,0
654,TestControllerAgent_MissReward(Clone),1,4,3,0,0
654,TestTotalAgent_Origin(Clone),0,0,6,4,1
655,TestControllerAgent_MissReward(Clone),1,4,5,1,0
655,TestTotalAgent_Origin(Clone),0,1,8,4,1
656,TestControllerAgent_MissReward(Clone),1,4,18,1,0
656,TestTotalAgent_Origin(Clone),0,1,20,4,1
657,TestControllerAgent_MissReward(Clone),1,4,6,0,0
657,TestTotalAgent_Origin(Clone),0,0,10,4,1
658,TestControllerAgent_MissReward(Clone),1,4,24,2,0
658,TestTotalAgent_Origin(Clone),0,2,26,4,1
659,TestControllerAgent_MissReward(Clone),1,4,6,0,0
659,TestTotalAgent_Origin(Clone),0,0,9,4,1
660,TestControllerAgent_MissReward(Clone),1,4,9,2,0
660,TestTotalAgent_Origin(Clone),0,2,10,4,1
661,TestControllerAgent_MissReward(Clone),1,4,28,2,0
661,TestTotalAgent_Origin(Clone),0,2,32,4,1
662,TestControllerAgent_MissReward(Clone),1,4,17,1,0
662,TestTotalAgent_Origin(Clone),0,1,20,4,1
663,TestControllerAgent_MissReward(Clone),1,4,8,3,0
663,TestTotalAgent_Origin(Clone),0,3,8,4,1
664,TestControllerAgent_MissReward(Clone),1,4,7,0,0
664,TestTotalAgent_Origin(Clone),0,0,11,4,1
665,TestControllerAgent_MissReward(Clone),1,4,4,0,0
665,TestTotalAgent_Origin(Clone),0,0,8,4,1
666,TestControllerAgent_MissReward(Clone),1,4,13,0,0
666,TestTotalAgent_Origin(Clone),0,0,16,4,1
667,TestControllerAgent_MissReward(Clone),1,4,17,1,0
667,TestTotalAgent_Origin(Clone),0,1,19,4,1
668,TestControllerAgent_MissReward(Clone),1,4,10,1,0
668,TestTotalAgent_Origin(Clone),0,1,13,4,1
669,TestControllerAgent_MissReward(Clone),1,4,9,0,0
669,TestTotalAgent_Origin(Clone),0,0,13,4,1
670,TestControllerAgent_MissReward(Clone),0,0,25,4,1
670,TestTotalAgent_Origin(Clone),1,4,21,0,0
671,TestControllerAgent_MissReward(Clone),1,4,19,3,0
671,TestTotalAgent_Origin(Clone),0,3,19,4,1
672,TestControllerAgent_MissReward(Clone),1,4,14,0,0
672,TestTotalAgent_Origin(Clone),0,0,17,4,1
673,TestControllerAgent_MissReward(Clone),1,4,4,0,0
673,TestTotalAgent_Origin(Clone),0,0,8,4,1
674,TestControllerAgent_MissReward(Clone),1,4,36,3,0
674,TestTotalAgent_Origin(Clone),0,3,36,4,1
675,TestControllerAgent_MissReward(Clone),1,4,16,0,0
675,TestTotalAgent_Origin(Clone),0,0,29,4,1
676,TestControllerAgent_MissReward(Clone),1,4,19,1,0
676,TestTotalAgent_Origin(Clone),0,1,21,4,1
677,TestControllerAgent_MissReward(Clone),0,2,53,4,1
677,TestTotalAgent_Origin(Clone),1,4,52,2,0
678,TestControllerAgent_MissReward(Clone),0,0,26,4,1
678,TestTotalAgent_Origin(Clone),1,4,21,0,0
679,TestControllerAgent_MissReward(Clone),1,4,23,3,0
679,TestTotalAgent_Origin(Clone),0,3,22,4,1
680,TestControllerAgent_MissReward(Clone),1,4,5,1,0
680,TestTotalAgent_Origin(Clone),0,1,7,4,1
681,TestControllerAgent_MissReward(Clone),0,0,33,4,1
681,TestTotalAgent_Origin(Clone),1,4,30,0,0
682,TestControllerAgent_MissReward(Clone),1,4,7,0,0
682,TestTotalAgent_Origin(Clone),0,0,9,4,1
683,TestControllerAgent_MissReward(Clone),1,4,6,2,0
683,TestTotalAgent_Origin(Clone),0,2,8,4,1
684,TestControllerAgent_MissReward(Clone),1,4,5,1,0
684,TestTotalAgent_Origin(Clone),0,1,8,4,1
685,TestControllerAgent_MissReward(Clone),1,4,7,1,0
685,TestTotalAgent_Origin(Clone),0,1,10,4,1
686,TestControllerAgent_MissReward(Clone),0,0,26,4,1
686,TestTotalAgent_Origin(Clone),1,4,23,0,0
687,TestControllerAgent_MissReward(Clone),1,4,28,0,0
687,TestTotalAgent_Origin(Clone),0,0,29,4,1
688,TestControllerAgent_MissReward(Clone),0,3,34,4,1
688,TestTotalAgent_Origin(Clone),1,4,33,3,0
689,TestControllerAgent_MissReward(Clone),1,4,9,1,0
689,TestTotalAgent_Origin(Clone),0,1,11,4,1
690,TestControllerAgent_MissReward(Clone),1,4,10,2,0
690,TestTotalAgent_Origin(Clone),0,2,12,4,1
691,TestControllerAgent_MissReward(Clone),1,4,9,1,0
691,TestTotalAgent_Origin(Clone),0,1,11,4,1
692,TestControllerAgent_MissReward(Clone),1,4,12,2,0
692,TestTotalAgent_Origin(Clone),0,2,14,4,1
693,TestControllerAgent_MissReward(Clone),1,4,7,0,0
693,TestTotalAgent_Origin(Clone),0,0,11,4,1
694,TestControllerAgent_MissReward(Clone),1,4,6,2,0
694,TestTotalAgent_Origin(Clone),0,2,7,4,1
695,TestControllerAgent_MissReward(Clone),1,4,23,0,0
695,TestTotalAgent_Origin(Clone),0,0,27,4,1
696,TestControllerAgent_MissReward(Clone),1,4,11,0,0
696,TestTotalAgent_Origin(Clone),0,0,14,4,1
697,TestControllerAgent_MissReward(Clone),1,4,20,0,0
697,TestTotalAgent_Origin(Clone),0,0,23,4,1
698,TestControllerAgent_MissReward(Clone),1,4,11,0,0
698,TestTotalAgent_Origin(Clone),0,0,15,4,1
699,TestControllerAgent_MissReward(Clone),1,4,22,2,0
699,TestTotalAgent_Origin(Clone),0,2,23,4,1
700,TestControllerAgent_MissReward(Clone),1,4,11,1,0
700,TestTotalAgent_Origin(Clone),0,1,13,4,1
701,TestControllerAgent_MissReward(Clone),1,4,6,0,0
701,TestTotalAgent_Origin(Clone),0,0,10,4,1
702,TestControllerAgent_MissReward(Clone),1,4,8,0,0
702,TestTotalAgent_Origin(Clone),0,0,12,4,1
703,TestControllerAgent_MissReward(Clone),0,0,10,4,1
703,TestTotalAgent_Origin(Clone),1,4,18,0,0
704,TestControllerAgent_MissReward(Clone),1,4,11,1,0
