열1,열2,열3,열4,열5,열6,열7,열8
175,TestControllerAgent_Origin(Clone),1,4,19,1,0,11.71295
175,TestTotalAgent_Origin(Clone),0,1,21,4,1,2216.596
176,TestControllerAgent_Origin(Clone),1,4,22,2,0,13.1239
176,TestTotalAgent_Origin(Clone),0,2,24,4,1,2229.72
177,TestControllerAgent_Origin(Clone),0,1,9,4,1,5.162934
177,TestTotalAgent_Origin(Clone),1,4,6,1,0,2234.884
178,TestControllerAgent_Origin(Clone),1,4,17,2,0,10.61352
178,TestTotalAgent_Origin(Clone),0,2,18,4,1,2245.498
179,TestControllerAgent_Origin(Clone),1,4,6,0,0,5.828852
179,TestTotalAgent_Origin(Clone),0,0,11,4,1,2251.327
180,TestControllerAgent_Origin(Clone),1,4,7,2,0,6.018203
180,TestTotalAgent_Origin(Clone),0,2,9,4,1,2257.345
181,TestControllerAgent_Origin(Clone),0,0,20,4,1,10.32375
181,TestTotalAgent_Origin(Clone),1,4,16,0,0,2267.669
182,TestControllerAgent_Origin(Clone),0,3,36,4,1,20.17375
182,TestTotalAgent_Origin(Clone),1,4,35,3,0,2287.841
183,TestControllerAgent_Origin(Clone),1,4,9,3,0,6.904384
183,TestTotalAgent_Origin(Clone),0,3,10,4,1,2294.745
184,TestControllerAgent_Origin(Clone),1,4,33,3,0,19.04934
184,TestTotalAgent_Origin(Clone),0,3,34,4,1,2313.795
185,TestControllerAgent_Origin(Clone),1,4,25,0,0,14.76196
185,TestTotalAgent_Origin(Clone),0,0,29,4,1,2328.557
186,TestControllerAgent_Origin(Clone),0,2,14,4,1,8.197172
186,TestTotalAgent_Origin(Clone),1,4,12,2,0,2336.755
187,TestControllerAgent_Origin(Clone),0,2,13,4,1,7.835015
187,TestTotalAgent_Origin(Clone),1,4,11,2,0,2344.59
188,TestControllerAgent_Origin(Clone),1,4,10,0,0,7.005289
188,TestTotalAgent_Origin(Clone),0,0,13,4,1,2351.596
189,TestControllerAgent_Origin(Clone),1,4,9,0,0,6.999399
189,TestTotalAgent_Origin(Clone),0,0,13,4,1,2358.595
190,TestControllerAgent_Origin(Clone),1,4,24,0,0,15.71185
190,TestTotalAgent_Origin(Clone),0,0,31,4,1,2374.304
191,TestControllerAgent_Origin(Clone),1,4,20,3,0,12.35091
191,TestTotalAgent_Origin(Clone),0,3,20,4,1,2386.656
192,TestControllerAgent_Origin(Clone),0,2,25,4,1,14.06954
192,TestTotalAgent_Origin(Clone),1,4,24,2,0,2400.725
193,TestControllerAgent_Origin(Clone),1,4,45,2,0,25.25181
193,TestTotalAgent_Origin(Clone),0,2,46,4,1,2425.977
194,TestControllerAgent_Origin(Clone),0,0,23,4,1,11.88571
194,TestTotalAgent_Origin(Clone),1,4,20,0,0,2437.863
195,TestControllerAgent_Origin(Clone),1,4,22,2,0,13.1566
195,TestTotalAgent_Origin(Clone),0,2,23,4,1,2451.02
196,TestControllerAgent_Origin(Clone),1,4,15,1,0,9.984271
196,TestTotalAgent_Origin(Clone),0,1,18,4,1,2461.004
197,TestControllerAgent_Origin(Clone),1,4,11,2,0,8.388612
197,TestTotalAgent_Origin(Clone),0,2,14,4,1,2469.393
198,TestControllerAgent_Origin(Clone),1,4,20,2,0,12.40882
198,TestTotalAgent_Origin(Clone),0,2,22,4,1,2481.803
199,TestControllerAgent_Origin(Clone),1,4,25,2,0,14.76354
199,TestTotalAgent_Origin(Clone),0,2,27,4,1,2496.567
200,TestControllerAgent_Origin(Clone),1,4,14,1,0,9.084698
200,TestTotalAgent_Origin(Clone),0,1,16,4,1,2505.651
201,TestControllerAgent_Origin(Clone),0,3,12,4,1,7.953372
201,TestTotalAgent_Origin(Clone),1,4,12,3,0,2513.604
202,TestControllerAgent_Origin(Clone),1,4,20,0,0,13.85684
202,TestTotalAgent_Origin(Clone),0,0,26,4,1,2527.461
203,TestControllerAgent_Origin(Clone),1,4,9,0,0,6.659017
203,TestTotalAgent_Origin(Clone),0,0,13,4,1,2534.12
