열1,열2,열3,열4,열5,열6,열7,열8
96,TestControllerAgent_Origin(Clone),1,4,32,2,0,18.53949
96,TestTotalAgent_MissReward(Clone),0,2,34,4,1,1967.806
97,TestControllerAgent_Origin(Clone),1,4,19,0,0,12.15549
97,TestTotalAgent_MissReward(Clone),0,0,24,4,1,1979.962
98,TestControllerAgent_Origin(Clone),0,3,111,3,0,60.04382
98,TestTotalAgent_MissReward(Clone),0,3,112,3,0,2039.925
99,TestControllerAgent_Origin(Clone),1,4,25,3,0,14.71082
99,TestTotalAgent_MissReward(Clone),0,3,25,4,1,2054.718
100,TestControllerAgent_Origin(Clone),1,4,16,1,0,10.28756
100,TestTotalAgent_MissReward(Clone),0,1,19,4,1,2065.005
101,TestControllerAgent_Origin(Clone),1,4,27,0,0,16.3816
101,TestTotalAgent_MissReward(Clone),0,0,32,4,1,2081.386
102,TestControllerAgent_Origin(Clone),1,4,10,0,0,7.991805
102,TestTotalAgent_MissReward(Clone),0,0,16,4,1,2089.378
103,TestControllerAgent_Origin(Clone),1,4,12,0,0,8.59495
103,TestTotalAgent_MissReward(Clone),0,0,16,4,1,2097.973
104,TestControllerAgent_Origin(Clone),1,4,24,0,0,15.60566
104,TestTotalAgent_MissReward(Clone),0,0,30,4,1,2113.578
105,TestControllerAgent_Origin(Clone),0,2,113,1,0,60.06753
105,TestTotalAgent_MissReward(Clone),0,1,114,2,0,2173.531
106,TestControllerAgent_Origin(Clone),0,2,25,4,1,14.55883
106,TestTotalAgent_MissReward(Clone),1,4,24,2,0,2188.205
107,TestControllerAgent_Origin(Clone),1,4,19,0,0,11.57198
107,TestTotalAgent_MissReward(Clone),0,0,22,4,1,2199.777
108,TestControllerAgent_Origin(Clone),0,0,36,4,1,18.86978
108,TestTotalAgent_MissReward(Clone),1,4,33,0,0,2218.646
109,TestControllerAgent_Origin(Clone),1,4,14,1,0,9.50158
109,TestTotalAgent_MissReward(Clone),0,1,17,4,1,2228.148
110,TestControllerAgent_Origin(Clone),1,4,12,0,0,8.670902
110,TestTotalAgent_MissReward(Clone),0,0,16,4,1,2236.818
111,TestControllerAgent_Origin(Clone),1,4,56,1,0,31.78534
111,TestTotalAgent_MissReward(Clone),0,1,61,4,1,2268.602
112,TestControllerAgent_Origin(Clone),1,4,19,1,0,12.11698
112,TestTotalAgent_MissReward(Clone),0,1,22,4,1,2280.719
113,TestControllerAgent_Origin(Clone),1,4,23,0,0,14.24275
113,TestTotalAgent_MissReward(Clone),0,0,28,4,1,2294.962
114,TestControllerAgent_Origin(Clone),0,3,113,1,0,60.02662
114,TestTotalAgent_MissReward(Clone),0,1,114,3,0,2354.878
115,TestControllerAgent_Origin(Clone),1,4,28,1,0,16.51481
115,TestTotalAgent_MissReward(Clone),0,1,32,4,1,2371.504
116,TestControllerAgent_Origin(Clone),1,4,8,0,0,5.749068
116,TestTotalAgent_MissReward(Clone),0,0,12,4,1,2377.253
