열1,열2,열3,열4,열5,열6,열7,열8
146,TestTotalAgent_Origin(Clone),0,0,11,4,1,1787.911
147,TestControllerAgent_MissReward(Clone),1,4,29,0,0,16.14765
147,TestTotalAgent_Origin(Clone),0,0,32,4,1,1804.059
148,TestControllerAgent_MissReward(Clone),0,1,9,4,1,6.561584
148,TestTotalAgent_Origin(Clone),1,4,7,1,0,1810.621
149,TestControllerAgent_MissReward(Clone),1,4,43,1,0,22.73127
149,TestTotalAgent_Origin(Clone),0,1,44,4,1,1833.353
150,TestControllerAgent_MissReward(Clone),1,4,20,0,0,11.24472
150,TestTotalAgent_Origin(Clone),0,0,23,4,1,1844.597
151,TestControllerAgent_MissReward(Clone),1,4,20,0,0,13.84366
151,TestTotalAgent_Origin(Clone),0,0,23,4,1,1858.441
152,TestControllerAgent_MissReward(Clone),1,4,15,1,0,9.112985
152,TestTotalAgent_Origin(Clone),0,1,18,4,1,1867.554
153,TestControllerAgent_MissReward(Clone),1,4,15,0,0,9.333323
153,TestTotalAgent_Origin(Clone),0,0,18,4,1,1876.888
154,TestControllerAgent_MissReward(Clone),0,1,25,4,1,13.99999
154,TestTotalAgent_Origin(Clone),1,4,23,1,0,1890.888
155,TestControllerAgent_MissReward(Clone),1,4,35,3,0,18.40128
155,TestTotalAgent_Origin(Clone),0,3,36,4,1,1909.29
156,TestControllerAgent_MissReward(Clone),0,2,25,4,1,13.98672
156,TestTotalAgent_Origin(Clone),1,4,23,2,0,1923.277
157,TestControllerAgent_MissReward(Clone),1,4,16,2,0,11.66665
157,TestTotalAgent_Origin(Clone),0,2,16,4,1,1934.943
158,TestControllerAgent_MissReward(Clone),1,4,5,0,0,4.666662
158,TestTotalAgent_Origin(Clone),0,0,9,4,1,1939.61
159,TestControllerAgent_MissReward(Clone),1,4,6,1,0,4.666662
159,TestTotalAgent_Origin(Clone),0,1,9,4,1,1944.277
160,TestControllerAgent_MissReward(Clone),1,4,41,1,0,20.99998
160,TestTotalAgent_Origin(Clone),0,1,42,4,1,1965.277
161,TestControllerAgent_MissReward(Clone),1,4,9,1,0,6.999992
161,TestTotalAgent_Origin(Clone),0,1,12,4,1,1972.277
162,TestControllerAgent_MissReward(Clone),1,4,9,2,0,6.999992
162,TestTotalAgent_Origin(Clone),0,2,10,4,1,1979.278
163,TestControllerAgent_MissReward(Clone),1,4,12,0,0,8.919686
163,TestTotalAgent_Origin(Clone),0,0,16,4,1,1988.197
164,TestControllerAgent_MissReward(Clone),1,4,25,3,0,14.66589
164,TestTotalAgent_Origin(Clone),0,3,24,4,1,2002.864
165,TestControllerAgent_MissReward(Clone),1,4,35,0,0,19.87746
165,TestTotalAgent_Origin(Clone),0,0,38,4,1,2022.741
166,TestControllerAgent_MissReward(Clone),1,4,7,2,0,5.439223
166,TestTotalAgent_Origin(Clone),0,2,9,4,1,2028.181
167,TestControllerAgent_MissReward(Clone),1,4,12,3,0,7.329764
167,TestTotalAgent_Origin(Clone),0,3,12,4,1,2035.51
168,TestControllerAgent_MissReward(Clone),1,4,9,2,0,6.526159
168,TestTotalAgent_Origin(Clone),0,2,11,4,1,2042.036
169,TestControllerAgent_MissReward(Clone),1,4,12,2,0,8.387671
169,TestTotalAgent_Origin(Clone),0,2,13,4,1,2050.424
170,TestControllerAgent_MissReward(Clone),0,1,30,4,1,20.72147
170,TestTotalAgent_Origin(Clone),1,4,35,1,0,2071.145
171,TestControllerAgent_MissReward(Clone),1,4,39,2,0,21.80039
171,TestTotalAgent_Origin(Clone),0,2,39,4,1,2092.945
172,TestControllerAgent_MissReward(Clone),1,4,18,0,0,11.00688
172,TestTotalAgent_Origin(Clone),0,0,21,4,1,2103.952
173,TestControllerAgent_MissReward(Clone),1,4,29,2,0,16.99695
173,TestTotalAgent_Origin(Clone),0,2,31,4,1,2120.949
174,TestControllerAgent_MissReward(Clone),1,4,27,3,0,16.95913
174,TestTotalAgent_Origin(Clone),0,3,29,4,1,2137.908
175,TestControllerAgent_MissReward(Clone),0,2,33,4,1,18.23343
175,TestTotalAgent_Origin(Clone),1,4,32,2,0,2156.142
176,TestControllerAgent_MissReward(Clone),1,4,21,3,0,12.33454
176,TestTotalAgent_Origin(Clone),0,3,20,4,1,2168.477
177,TestControllerAgent_MissReward(Clone),1,4,6,0,0,5.022804
177,TestTotalAgent_Origin(Clone),0,0,10,4,1,2173.5
178,TestControllerAgent_MissReward(Clone),1,4,11,0,0,7.417863
178,TestTotalAgent_Origin(Clone),0,0,14,4,1,2180.918
179,TestControllerAgent_MissReward(Clone),1,4,17,0,0,10.01587
179,TestTotalAgent_Origin(Clone),0,0,20,4,1,2190.934
180,TestControllerAgent_MissReward(Clone),0,0,28,4,1,17.34778
180,TestTotalAgent_Origin(Clone),1,4,29,0,0,2208.282
181,TestControllerAgent_MissReward(Clone),1,4,8,1,0,5.901074
181,TestTotalAgent_Origin(Clone),0,1,10,4,1,2214.183
182,TestControllerAgent_MissReward(Clone),0,1,17,4,1,9.006559
182,TestTotalAgent_Origin(Clone),1,4,14,1,0,2223.189
183,TestControllerAgent_MissReward(Clone),1,4,34,3,0,26.92429
183,TestTotalAgent_Origin(Clone),0,3,47,4,1,2250.113
184,TestControllerAgent_MissReward(Clone),0,0,14,4,1,8.146829
184,TestTotalAgent_Origin(Clone),1,4,13,0,0,2258.26
185,TestControllerAgent_MissReward(Clone),1,4,31,0,0,17.21029
185,TestTotalAgent_Origin(Clone),0,0,32,4,1,2275.47
186,TestControllerAgent_MissReward(Clone),1,4,22,1,0,13.18166
186,TestTotalAgent_Origin(Clone),0,1,24,4,1,2288.651
187,TestControllerAgent_MissReward(Clone),0,0,20,4,1,10.37947
187,TestTotalAgent_Origin(Clone),1,4,17,0,0,2299.031
188,TestControllerAgent_MissReward(Clone),1,4,25,0,0,14.41762
188,TestTotalAgent_Origin(Clone),0,0,27,4,1,2313.448
189,TestControllerAgent_MissReward(Clone),1,4,10,0,0,6.764277
189,TestTotalAgent_Origin(Clone),0,0,14,4,1,2320.213
190,TestControllerAgent_MissReward(Clone),0,0,12,4,1,8.543823
190,TestTotalAgent_Origin(Clone),1,4,13,0,0,2328.756
191,TestControllerAgent_MissReward(Clone),1,4,25,3,0,14.83993
191,TestTotalAgent_Origin(Clone),0,3,24,4,1,2343.596
192,TestControllerAgent_MissReward(Clone),1,4,7,0,0,5.31352
192,TestTotalAgent_Origin(Clone),0,0,11,4,1,2348.91
193,TestControllerAgent_MissReward(Clone),1,4,27,1,0,15.84016
193,TestTotalAgent_Origin(Clone),0,1,29,4,1,2364.75
194,TestControllerAgent_MissReward(Clone),0,1,12,4,1,6.70982
194,TestTotalAgent_Origin(Clone),1,4,9,1,0,2371.459
195,TestControllerAgent_MissReward(Clone),1,4,26,1,0,15.0933
195,TestTotalAgent_Origin(Clone),0,1,27,4,1,2386.553
196,TestControllerAgent_MissReward(Clone),1,4,37,1,0,22.43869
196,TestTotalAgent_Origin(Clone),0,1,42,4,1,2408.991
197,TestControllerAgent_MissReward(Clone),1,4,7,0,0,5.475449
197,TestTotalAgent_Origin(Clone),0,0,11,4,1,2414.466
198,TestControllerAgent_MissReward(Clone),0,0,21,4,1,13.20824
198,TestTotalAgent_Origin(Clone),1,4,22,0,0,2427.674
199,TestControllerAgent_MissReward(Clone),0,1,27,4,1,14.83104
199,TestTotalAgent_Origin(Clone),1,4,24,1,0,2442.505
200,TestControllerAgent_MissReward(Clone),1,4,8,0,0,5.390368
200,TestTotalAgent_Origin(Clone),0,0,10,4,1,2447.895
201,TestControllerAgent_MissReward(Clone),1,4,16,1,0,9.958721
201,TestTotalAgent_Origin(Clone),0,1,19,4,1,2457.854
