Outcome,Episode,Agent Name,Team ID,Kill Count,Attack Count,Miss Count,Hit Count,Death Count,Episode Play Time
Win,746,TestTotalAgent_Origin_Team1_Agent0,1,1,4,18,0,0,10.93652
Win,747,TestControllerAgent_Origin_Team0_Agent0,0,1,4,64,2,0,35.0063
Loss,747,TestTotalAgent_Origin_Team1_Agent0,1,0,2,66,4,1,35.0063
Win,748,TestControllerAgent_Origin_Team0_Agent0,0,1,4,45,2,0,24.36744
Loss,748,TestTotalAgent_Origin_Team1_Agent0,1,0,2,46,4,1,24.36744
Win,749,TestControllerAgent_Origin_Team0_Agent0,0,1,4,2,0,0,2.530519
Loss,749,TestTotalAgent_Origin_Team1_Agent0,1,0,0,5,4,1,2.530519
Win,750,TestControllerAgent_Origin_Team0_Agent0,0,1,4,21,1,0,12.02113
Loss,750,TestTotalAgent_Origin_Team1_Agent0,1,0,1,23,4,1,12.02113
Win,751,TestControllerAgent_Origin_Team0_Agent0,0,1,4,3,0,0,2.870713
Loss,751,TestTotalAgent_Origin_Team1_Agent0,1,0,0,6,4,1,2.870713
Loss,752,TestControllerAgent_Origin_Team0_Agent0,0,0,2,43,4,1,22.05276
Win,752,TestTotalAgent_Origin_Team1_Agent0,1,1,4,40,2,0,22.05276
Win,753,TestControllerAgent_Origin_Team0_Agent0,0,1,4,11,0,0,6.808989
Loss,753,TestTotalAgent_Origin_Team1_Agent0,1,0,0,14,4,1,6.808989
Win,754,TestControllerAgent_Origin_Team0_Agent0,0,1,4,26,2,0,14.46903
Loss,754,TestTotalAgent_Origin_Team1_Agent0,1,0,2,26,4,1,14.46903
Win,755,TestControllerAgent_Origin_Team0_Agent0,0,1,4,57,0,0,30.01708
Loss,755,TestTotalAgent_Origin_Team1_Agent0,1,0,0,57,4,1,30.01708
Loss,756,TestControllerAgent_Origin_Team0_Agent0,0,0,3,33,4,1,17.66473
Win,756,TestTotalAgent_Origin_Team1_Agent0,1,1,4,31,3,0,17.66473
Win,757,TestControllerAgent_Origin_Team0_Agent0,0,1,4,52,0,0,30.23673
Loss,757,TestTotalAgent_Origin_Team1_Agent0,1,0,0,59,4,1,30.23673
Win,758,TestControllerAgent_Origin_Team0_Agent0,0,1,4,18,2,0,10.56048
Loss,758,TestTotalAgent_Origin_Team1_Agent0,1,0,2,19,4,1,10.56048
Win,759,TestControllerAgent_Origin_Team0_Agent0,0,1,4,23,0,0,13.02034
Loss,759,TestTotalAgent_Origin_Team1_Agent0,1,0,0,25,4,1,13.02034
Win,760,TestControllerAgent_Origin_Team0_Agent0,0,1,4,21,3,0,12.02013
Loss,760,TestTotalAgent_Origin_Team1_Agent0,1,0,3,21,4,1,12.02013
Win,761,TestControllerAgent_Origin_Team0_Agent0,0,1,4,39,1,0,21.24212
Loss,761,TestTotalAgent_Origin_Team1_Agent0,1,0,1,41,4,1,21.24212
Win,762,TestControllerAgent_Origin_Team0_Agent0,0,1,4,11,1,0,6.98768
Loss,762,TestTotalAgent_Origin_Team1_Agent0,1,0,1,13,4,1,6.98768
Win,763,TestControllerAgent_Origin_Team0_Agent0,0,1,4,19,0,0,11.16504
Loss,763,TestTotalAgent_Origin_Team1_Agent0,1,0,0,22,4,1,11.16504
Win,764,TestControllerAgent_Origin_Team0_Agent0,0,1,4,44,1,0,25.18286
Loss,764,TestTotalAgent_Origin_Team1_Agent0,1,0,1,48,4,1,25.18286
Win,765,TestControllerAgent_Origin_Team0_Agent0,0,1,4,63,3,0,34.3595
Loss,765,TestTotalAgent_Origin_Team1_Agent0,1,0,3,64,4,1,34.3595
Win,766,TestControllerAgent_Origin_Team0_Agent0,0,1,4,11,1,0,6.99019
